0.0,0.0,4634.0,0.0,0.002,0.0
0.0,0.0,4635.0,0.0,0.002,0.0
0.0,0.0,4636.0,0.0,0.002,0.0
0.0,0.0,4637.0,0.0,0.002,0.0
0.0,0.0,4638.0,0.0,0.002,0.0
0.0,0.0,4639.0,0.0,0.002,0.0
0.0,0.0,4640.0,0.0,0.002,0.0
0.0,0.0,4641.0,0.0,0.002,0.0
0.0,0.0,4642.0,0.0,0.002,0.0
0.0,0.0,4643.0,0.0,0.002,0.0
0.0,0.0,4644.0,0.0,0.002,0.0
0.0,0.0,4645.0,0.0,0.002,0.0
0.0,0.0,4646.0,0.0,0.002,0.0
0.0,0.0,4647.0,0.0,0.002,0.0
0.0,0.0,4648.0,0.0,0.002,0.0
0.0,0.0,4649.0,0.0,0.002,0.0
0.0,0.0,4650.0,0.0,0.002,0.0
0.0,0.0,4651.0,0.0,0.002,0.0
0.0,0.0,4652.0,0.0,0.002,0.0
